2018-07-31 16:03:26.55: SYS_STATUS {onboard_control_sensors_present : 2161691, onboard_control_sensors_enabled : 2129944, onboard_control_sensors_health : 3210240, load : 0, voltage_battery : 0, current_battery : 0, battery_remaining : 100, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:23.94: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 590, voltage_battery : 16489, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:24.37: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 581, voltage_battery : 16493, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:24.97: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 583, voltage_battery : 16339, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:25.44: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 586, voltage_battery : 16480, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:25.90: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 583, voltage_battery : 16471, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:26.45: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 585, voltage_battery : 16498, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:26.95: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 589, voltage_battery : 16452, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:27.39: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 586, voltage_battery : 16484, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:27.96: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 586, voltage_battery : 16551, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:28.43: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 585, voltage_battery : 16455, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:29.01: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16433, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:29.46: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 584, voltage_battery : 16472, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:29.94: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 592, voltage_battery : 16415, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:30.44: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 588, voltage_battery : 16466, current_battery : 17, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:30.94: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 587, voltage_battery : 16475, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:31.54: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 587, voltage_battery : 16452, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:32.00: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 583, voltage_battery : 16457, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:32.47: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 585, voltage_battery : 16457, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:32.95: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 577, voltage_battery : 16471, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:33.50: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 586, voltage_battery : 16484, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:33.97: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 584, voltage_battery : 16424, current_battery : 18, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:34.44: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16443, current_battery : 8, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:35.00: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 581, voltage_battery : 16471, current_battery : 7, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:35.48: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16438, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:35.93: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 581, voltage_battery : 16486, current_battery : 11, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:36.40: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 595, voltage_battery : 16457, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:37.00: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 581, voltage_battery : 16447, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:37.45: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16502, current_battery : 0, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:37.99: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 585, voltage_battery : 16461, current_battery : 7, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:38.48: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 584, voltage_battery : 16498, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:38.93: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 581, voltage_battery : 16484, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:39.51: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 587, voltage_battery : 16503, current_battery : 2, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:39.97: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 584, voltage_battery : 16498, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:40.43: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 583, voltage_battery : 16466, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:40.99: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16503, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:41.47: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16510, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:41.92: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16497, current_battery : 0, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:42.50: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 583, voltage_battery : 16512, current_battery : 2, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:42.97: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 591, voltage_battery : 16498, current_battery : 2, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:43.42: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16494, current_battery : 2, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:44.00: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 586, voltage_battery : 16517, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:44.45: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 608, voltage_battery : 16510, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:46.89: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 629, voltage_battery : 16522, current_battery : 2, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:49.19: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 593, voltage_battery : 16494, current_battery : 2, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:49.68: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 596, voltage_battery : 16497, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:50.24: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 584, voltage_battery : 16475, current_battery : 5, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:07:50.68: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 593, voltage_battery : 16484, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
